# Root Mean Square in space for each acquisition of time-series
# Timeseries file: timeseriesResidual_ramp.h5
# Mask file: maskTempCoh.h5
# Date		RMS (m)
20150730	0.05194161832332611
20150811	0.03053196519613266
20150823	0.018542427569627762
20150916	0.020265541970729828
20150928	0.03299484774470329
20151010	0.021775521337985992
20151022	0.01401895098388195
20151103	0.01410242822021246
20151115	0.013978546485304832
20151127	0.012266469188034534
20151209	0.007398941554129124
20151221	0.006125626619905233
20160114	0.006312457844614983
20160126	0.010863279923796654
20160219	0.013274986296892166
20160302	0.013089578598737717
20160314	0.014861833304166794
20160326	0.01977412775158882
20160407	0.01706671714782715
20160419	0.02471982315182686
20160501	0.02211010828614235
20160513	0.018891707062721252
20160525	0.01601184904575348
20160606	0.013327352702617645
20160724	0.012190328910946846
20160805	0.033553194254636765
